municipality,publication_date,series,distribution-place,address,telephone-number,distribution-time,longitude-latitude,longitude-latitude2,longitude-latitude3,longitude-latitude4,longitude-latitude5
和木町(A001),第07弾,2018/4/28,和木町蜂ヶ峯総合公園 管理棟,山口県玖珂郡和木町大字瀬田紺屋作260-1,電話：0827-52-3751,9：00～17：00ただし、年末年始（12/29～1/1）はお休みです,132.21562 : 34.19197,,,,
和木町(B001),第20弾,2023/7/28,和木町蜂ヶ峯総合公園　Ｂｅｅ＋交流棟,山口県玖珂郡和木町瀬田173番地4,電話:0827-28-4666,9：00～17：00ただし、年末年始（12/29～1/1）はお休みです,132.21562 : 34.19197,,,,
徳島県（流域下水道）,第9弾,2018/12/14,【平日】旧吉野川浄化センター（愛称：アクアきらら月見ヶ丘）【休日】月見ヶ丘海浜公園,【平日】徳島県板野郡松茂町豊岡字山の手41【休日】徳島県板野郡松茂町豊岡字山の手42,【平日】電話：088-699－9630【休日】電話：088-699-6697,【平日】9:00～16:00【土日・祝日】10:00～16:00ただし、年末年始はお休みです,134.60347 : 34.1207,134.60962 : 34.12496,,,
鳴門市(A001),第04弾,2017/4/3,鳴門市観光情報センター,徳島県鳴門市撫養町大桑島濘岩浜75-1,電話:088-686-0743,8：00～20：00,134.61131 : 34.1833,,,,
鳴門市(B001),第23弾,2024/7/26,鳴門市うずしお観光協会,徳島県鳴門市撫養町南浜字東浜165番10（うずしお会館１F）,電話：088-684-1731,9：00～17：00ただし、年末年始（12/29〜1/3）はお休みです,134.60901 : 34.17317,,,,
吉野川市,第24弾,2024/12/20,【平日】吉野川市役所　商工観光課【土日祝日】吉野川市役所　休日窓口,徳島県吉野川市鴨島町鴨島115-1,電話:0883-22-2226,【平日】8：30～17：15【土日祝日】8：30～17：15ただし、年末年始はお休みです,134.35863 : 34.06612,,,,
海陽町,第23弾,2024/7/26,海陽町観光協会,徳島県海部郡海陽町久保字板取 219-6道の駅「宍喰温泉」内,電話:0884-76-3050,9：30～17：30,134.30051 : 33.57378,,,,
松茂町(A001),第7弾,2018/4/28,【平日】松茂町役場 上下水道課【休日】松茂町役場 日直室,徳島県板野郡松茂町広島字東裏30,電話：088-699-8717,8：30～17：15,134.58 : 34.13366,,,,
松茂町(B001),第13弾,2020/12/17,【平日】松茂町総合会館【休日】松茂町役場守衛室,徳島県板野郡松茂町広島字東裏３０番地,【平日】電話：088-699-8717【休日】電話：088-699-2111,【平日】8：30～17：15【土日祝日】8：30～17：15,134.58 : 34.13366,,,,
香川県（流域下水道・A001）,第02弾,2016/8/1,【平日】中讃流域下水道大束川浄化センター【休日】丸亀城内観光案内所,【平日】香川県綾歌郡宇多津町吉田4001-4【休日】香川県丸亀市一番丁（丸亀城内）,【平日】電話：0877-46-2016【休日】電話：0877-25-3881,【平日】8：30～17：00【休日】9：00～16：30,133.82556 : 34.3103,133.80017 : 34.28633,,,
香川県（流域下水道・A002）,第02弾,2016/8/1,【平日】中讃流域下水道金倉川浄化センター【休日】多度津町役場宿直室,【平日】香川県仲多度郡多度津町堀江5-10-1【休日】香川県仲多度郡多度津町栄町3-3-95,【平日】電話：0877-32-6005【休日】電話：0877-33-1110,【平日】8:30～17:00【休日】8:30～17:15,133.76163 : 34.2841,133.75708 : 34.27142,,,
高松市(A001),第03弾,2016/12/1,瓦町FLAG 市民サービスセンター,香川県高松市常磐町1-3-1（FLAG8階）,電話：087-863-2888,10：00～18：30ただし、年末年始（12/29～1/3）はお休みです,134.05255 : 34.33869,,,,
高松市(B001),第17弾,2022/8/6,高松盆栽の郷,香川県高松市国分寺町国分353-1,電話：087-874-2795,9：30～17：00ただし、年末年始はお休みです,133.95302 : 34.3025,,,,
丸亀市（A001）,第04弾,2017/4/3,【平日】丸亀市役所 下水道課【休日】丸亀城内観光案内所,【平日】香川県丸亀市大手町2-4-21（市役所本庁3階）【休日】香川県丸亀市一番丁（丸亀城内）,【平日】電話：0877-24-8850【休日】電話：0877-25-3881,【平日】8：30～17：15【休日】9：00～16：30,133.79863 : 34.28991,133.80017 : 34.28633,,,
丸亀市（B001）,第09弾,2018/12/14,【平日】丸亀市飯山市民総合センター 業務担当窓口【休日】丸亀市飯山市民総合センター 守衛室,香川県丸亀市飯山町川原1114番地1,電話：【平日】0877-98-7957【休日】0877-98-2251,8：30～17：15,133.86215 : 34.26397,,,,
丸亀市(C001),第12弾,2020/4/25,【平日】丸亀市綾歌市民総合センター業務担当窓口【休日】丸亀市綾歌市民総合センター守衛室,香川県丸亀市綾歌町栗熊西1638番地,【平日】電話：0877-86-5516【休日】電話:0877-86-2311(問合せ先)丸亀市役所都市整備部下水道課電話:0877-24-8850,【平日】8：30～17：15【休日】8：30～17：15,133.87839 : 34.23191,,,,
丸亀市(D001),第24弾,2024/12/20,【平日】丸亀市浄化センター【休日】丸亀城内観光案内所,【平日】香川県丸亀市昭和町21番地1【休日】香川県丸亀市一番丁　丸亀城内,【平日】電話:0877-23-2278【休日】電話:0877-25-3881（問合せ先）丸亀市役所都市整備部下水道課電話:0877-24-8850,【平日】8:30～17:00【休日】9:00～16:30※土曜日・日曜日・祝日、12月29日～1月3日に配布します,133.76994 : 34.29431,133.80017 : 34.28633,,,
坂出市,第22弾,2024/4/26,坂出市観光案内所,香川県坂出市元町1-1-1 JR坂出駅構内,電話:0877-35-8428,8：45～17:30ただし、年末年始はお休みです,133.8553 : 34.31334,,,,
観音寺市,第03弾,2016/12/1,【平日】観音寺市下水浄化センター【休日】観音寺市役所守衛室,【平日】香川県観音寺市瀬戸町四丁目２番11号【休日】香川県観音寺市坂本町一丁目１番１号,【平日】電話：0875-25-6890【休日】記載無し,8：30～17：15,133.63474 : 34.11451,133.66209 : 34.12834,,,
さぬき市,第7弾,2018/4/28,さぬき市役所建設経済部　下水道課,香川県さぬき市志度5385番地8　本庁舎2階,電話：087-894-1611,【平日】8：30～17：00【休日】9：00～17：00,134.17056 : 34.32465,,,,
東かがわ市,第8弾,2018/8/11,【平日】東かがわ市役所 都市整備課【休日】東かがわ市役所 市民課,香川県東かがわ市湊1847-1,電話：0879-26-1304,8：30～17：15,134.3604 : 34.24298,,,,
三木町,第4弾,2017/4/3,三木町役場下水道課,香川県木田郡三木町大字氷上310,電話：087-891-3315,8：30～17：15※土、日、祝日及び年末年始は宿直室で配布します,134.13509 : 34.26835,,,,
綾川町(A001),第09弾,2018/12/14,綾川町役場建設課,香川県綾歌郡綾川町滝宮299番地,電話：087-876-5280,8：30～17：15,133.92546 : 34.24969,,,,
綾川町(B001),第10弾,2019/8/7,綾川町立生涯学習センター,香川県綾歌郡綾川町滝宮318番地,電話：087-876-6100,9:00～18:00,133.92546 : 34.24969,,,,
多度津町,第9弾,2018/12/14,【平日】多度津町役場建設課【休日】多度津町役場宿直室,香川県仲多度郡多度津町栄町3丁目3番95号,電話：【平日】0877-33-1112【休日】0877－33－1110,8：30～17：15,133.75708 : 34.27142,,,,
まんのう町,第11弾,2019/12/14,道の駅「空の夢もみの木パーク」,香川県まんのう町追上424番地1,電話：0877-75-1994,8:00〜17:30※12/31〜1/5及び、臨時休業日はお休みです,134.04657 : 34.34279,,,,
松山市(A001),第03弾,2016/12/1,坂の上の雲ミュージアム,愛媛県松山市一番町3-20,電話：089-915-2600,9：00～18：00ただし、毎週月曜日（祝日の場合は開館）はお休みです,132.76872 : 33.84193,,,,
松山市(B001),第13弾,2020/12/17,道後温泉別館飛鳥乃湯泉,愛媛県松山市道後湯之町19番22号,電話：089-932-1126,6:00～23:00ただし、年1日の休館日があります（不定）,132.78485 : 33.85237,,,,
今治市(A001),第10弾,2019/8/7,Tourist Information Center（イオンモール今治新都市内）,愛媛県今治市にぎわい広場1番地1,電話:0898-35-3199,10:00～19:00ただし、年末年始(12/29〜1/3)はお休みです,132.96246 : 34.04425,,,,
今治市(B001),第24弾,2024/12/20,今治駅前観光インフォメーションセンター(今治駅前サイクリングターミナル交流スペース内),愛媛県今治市北宝来町2丁目甲773番地8,電話:0898-36-1118,3月～11月：8時～19時12月～2月：8時～18時,132.99413 : 34.06541,,,,
宇和島市,第4弾,2017/4/3,宇和島市観光情報センター「シロシタ」（宇和島市観光物産協会事務所）,愛媛県宇和島市丸之内5-1-4,電話：0895-49-5700（問い合わせ先）宇和島市役所 都市整備課電話：0895-49-7027,9：00～18：00ただし、年末年始（12/31～1/1）はお休みです,132.56522 : 33.22132,,,,
八幡浜市(A001),第3弾,2016/12/1,道の駅 みなとオアシス八幡浜みなっと みなと交流館,愛媛県八幡浜市沖新田1581-23,電話：0894-21-3710,9：00～18：00ただし、年末年始（12/29～1/3）は、八幡浜市役所宿直室で配布します,132.41872 : 33.45923,,,,
八幡浜市(B001),第13弾,2020/12/17,【平日】八幡浜市役所農林課【休日】八幡浜市役所宿直室,愛媛県八幡浜市北浜1丁目1番1号,【平日】電話：0894-22-3111【休日】記載無し,8：30～17：15休日、年末年始(12/29～1/3)は八幡浜市役所宿直室で配布します,132.42331 : 33.46283,,,,
新居浜市,第3弾,2016/12/1,あかがねミュージアム※上記施設休館日のみ新居浜市観光物産協会「ここくるにいはま」（新居浜駅東側）で配布します。（年末年始除く）,愛媛県新居浜市坂井町2-8-1,電話：0897-31-0305,9：30～17：00※ただし、月曜日・年末年始（12/30～1/1）はお休みです。※振替休館日、臨時休館日もありますので、事前に左記施設HPをご確認ください,133.29506 : 33.94945,,,,
西条市,第13弾,2020/12/17,西条市観光交流センター,愛媛県西条市大町798番地1,電話：0897-56-2605,9：30-17：30,133.18925 : 33.91162,,,,
大洲市,第6弾,2017/12/9,大洲まちの駅 あさもや,愛媛県大洲市大洲649-1,電話：0893-24-7011（問い合わせ先）大洲市建設部 下水道課電話：0893-24-1720,9：00～17：00※あさもや内観光案内所にて配布いたしますただし、年末（12/29～12/31）はお休みです,132.54694 : 33.50654,,,,
伊予市,第17弾,2022/8/6,ウェルピア伊予,愛媛県伊予市下三谷1761番地1,電話：089-983-4500,9：00～17：00ただし、施設休館日は配布できません,132.71741 : 33.7693,,,,
四国中央市(A001),第14弾,2021/4/25,紙のまち資料館,愛媛県四国中央市川之江町4069-1,電話:0896-28-6257(問合せ先)四国中央市建設部下水道課電話：0896-28-6230,9:00～16:00ただし、月曜日、祝日の翌日及び年末年始(12月29日～1月3日)はお休みです,133.57356 : 34.00805,,,,
四国中央市(B001),第23弾,2024/7/26,みんなの広場『四国中央ドットコム』,愛媛県四国中央市川之江町1814-5,電話:0896-58-8726（問合せ先）四国中央市建設部下水道課電話:0896-28-6230,10:00～17:00ただし、日曜、祝日、お盆、年末年始はお休みです,133.57474 : 34.0137,,,,
西予市,第16弾,2022/1/15,宇和文化の里休憩所,愛媛県西予市宇和町卯之町三丁目223番地,電話：0894-62-3843(問合せ先)西予市 建設部 上下水道課電話：0894-62-6495,9:00～16:30ただし、月曜日（月曜祝日の場合はその翌日)・年末年始はお休みです,132.51439 : 33.36298,,,,
東温市(A001),第8弾,2018/8/11,東温市さくらの湯 観光物産センター,愛媛県東温市北方甲2098,（問い合わせ先）東温市役所上下水道課電話：089-964-4416,9：00～17：00ただし、火曜日、毎月第4水曜日、年末年始（12/29～1/3）はお休みです,132.9126 : 33.80406,,,,
東温市(B001),第11弾,2019/12/14,東温アートヴィレッジセンター,愛媛県東温市見奈良1125番地 レスパスシティ内クールスモール2階,電話：089-990-7210(問合せ先)東温市役所　上下水道課電話：089-964-4416,10:00～18:00ただし、毎週火曜日及び年末年始（12/31～1/3日）はお休みです,132.88025 : 33.79095,,,,
砥部町,第16弾,2022/1/15,【通常】砥部焼伝統産業会館【休館日】砥部町役場上下水道課,【通常】愛媛県伊予郡砥部町大南335番地【休館日】愛媛県砥部町宮内1392番地,【通常】電話：089-962-6600【休館日】電話：089-962-6363,【通常】9：00～17：00ただし、月曜日(祝日の場合は翌日)、12月29日～1月1日はお休みです【休館日】8：30～17：15砥部焼伝統産業会館の休館日に配布しますただし、砥部町役場は、年末年始(12/29～1/3)はお休みです,132.78952 : 33.72781,132.76555 : 33.83916,,,
伊方町,第23弾,2024/7/26,道の駅「佐田岬半島ミュージアム」,愛媛県西宇和郡伊方町塩成乙293番地,電話:0894-21-3400,9：30～17：30ただし、月曜日（月曜日が祝日の場合はその翌平日）、祝日の翌平日、年末年始（12/29～1/3）はお休みです。資料整理等のために臨時休館となる場合があります。,132.25146 : 33.44317,,,,
高知県（流域下水道）,第05弾,2017/8/1,【平日】高須浄化センター【休日】高知県立美術館　１階　総合案内,【平日】高知県高知市高須304【休日】高知県高知市高須353-2,【平日】電話：088-866-0311【休日】電話：088-866-8000（問い合わせ先）高知県土木部公園上下水道課電話：088-823-9854,【平日】8:30-17:15(12：00～13：00の間はお休みです)【休日】9:00-16:30※年末年始はお休みです。※休日は、令和2年10月10日～令和8年3月29日の試行配布です。ご注意ください。,133.57523 : 33.564,133.57265 : 33.56258,,,
